file,line,column,function,value,context,interpretation
python/ecsp_cuda/solver.py,290,15,_build_system,3,if n > 3:,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,345,24,_solve_pcg,0,batch = x.shape[0],원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,367,16,_solve_pcg,32.0,guard = 32.0 * eps,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,426,42,_activity_gamma,0.0,ionic = (salt / 1000.0).clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,456,28,_channel_eval,0.0,eta = eta.clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,471,27,_channel_eval,0.0,jk = raw.clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,489,29,_cell_context,1.0,"T = s[""T""].clamp_min(1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,490,79,_cell_context,0.0,"water_factor = (s[""water""] / max(float(cfg[""water0""]), 1.0e-30)).clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,490,84,_cell_context,1.0,"water_factor = (s[""water""] / max(float(cfg[""water0""]), 1.0e-30)).clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,492,74,_cell_context,0.0,"salt_factor = (salt_conc / max(float(cfg[""lp0""]), 1.0e-30)).clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,492,79,_cell_context,1.0,"salt_factor = (salt_conc / max(float(cfg[""lp0""]), 1.0e-30)).clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,494,18,_cell_context,1.0,"kinetic = 1.0 + float(cfg[""liquid_kinetics_gain""]) * (",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,497,98,_cell_context,1.0,"active = ((1.0 - s[""pass""]) * (1.0 - s[""coverage""])).clamp(float(cfg[""min_active_area""]), 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,539,14,_solve_faces,0.5,gap = 0.5 * maxdrop,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,558,24,_solve_faces,1,"for it in range(1, max_iter + 1):",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,673,17,_finish_reaction,0.5,"totalI = 0.5 * (b[""rawA""] + b[""rawC""])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,699,31,_solve_electrochem,0,"batch = s[""phi""].shape[0]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,701,27,_solve_electrochem,0.5,"previous_current = 0.5 * (boundary[""rawA""] + boundary[""rawC""])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,711,31,_solve_electrochem,1,"for iteration in range(1, int(cfg[""robin_max_iter""]) + 1):",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,833,45,_compute_current,0.0,qj = (Jox * Ex + Joy * Ey).clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,840,106,_laplacian,1,"padded = self.torch.nn.functional.pad(field.unsqueeze(1), (1, 1, 1, 1), mode=""replicate"").squeeze(1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,853,13,_flux_div_charged,0.5,"cf = 0.5 * (conc[:, :, :-1] + conc[:, :, 1:])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,854,70,_flux_div_charged,1.0,"Tf = (0.5 * (s[""T""][:, :, :-1] + s[""T""][:, :, 1:])).clamp_min(1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,857,13,_flux_div_charged,0.5,"cf = 0.5 * (conc[:, :-1, :] + conc[:, 1:, :])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,858,70,_flux_div_charged,1.0,"Tf = (0.5 * (s[""T""][:, :-1, :] + s[""T""][:, 1:, :])).clamp_min(1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,882,20,_limited_update,1e-12,tolerance = 1.0e-12 + 1.0e-7 * torch.maximum(,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,902,23,_update_species,1,"substeps = max(1, int(cfg[""species_substeps""]))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,954,54,_percentile99,0.99,"return self.torch.quantile(values.flatten(1), 0.99, dim=1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,980,26,_simulate_batch,1,"solve_every = max(1, int(round(float(cfg[""electrical_interval""]) / float(cfg[""dt""]))))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,109,30,verify,1.0,"probe = torch.tensor([1.0, 2.0], device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,109,35,verify,2.0,"probe = torch.tensor([1.0, 2.0], device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,118,84,verify,0,"""total_memory_bytes"": int(props.total_memory) if props is not None else 0,",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,127,21,_validate_common_config,0,base = cases[0].config,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,133,26,_validate_common_config,1,for case in cases[1:]:,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,164,83,_to_scalar_tensor,1,"return torch.as_tensor(values, device=self.device, dtype=self.dtype).view(-1, 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,178,15,_neumann_edges,0,"out[:, 0, :] = out[:, 1, :]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,178,30,_neumann_edges,1,"out[:, 0, :] = out[:, 1, :]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,180,18,_neumann_edges,0,"out[:, :, 0] = out[:, :, 1]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,180,33,_neumann_edges,1,"out[:, :, 0] = out[:, :, 1]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,235,27,_transport_fields,1.0,"crosslink = 1.0 / (1.0 + float(cfg[""crosslink_penalty""]) * float(cfg[""boric_pva_ratio""]))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,238,85,_transport_fields,1.0,"Dw = float(cfg[""Dw0""]) * torch.exp(-12000.0 / R * (1.0 / T - 1.0 / Tref)) * (1.0 + 4.0 * fast)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,301,49,_build_system,0.0,"ka = contact[""anodeSlope""].clamp_min(0.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,302,51,_build_system,0.0,"kc = contact[""cathodeSlope""].clamp_min(0.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,307,30,_build_system,1,"active = torch.zeros((1, n, n), device=self.device, dtype=torch.bool)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,393,41,_solve_pcg,1,"mask3 = active_case.view(-1, 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,393,44,_solve_pcg,1,"mask3 = active_case.view(-1, 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,428,94,_activity_gamma,1e-12,"lg = -float(cfg[""activity_A""]) * sq / (1.0 + float(cfg[""activity_B""]) * sq).clamp_min(1.0e-12)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,431,38,_activity_gamma,10.0,"return torch.pow(torch.tensor(10.0, device=self.device, dtype=self.dtype), lg.clamp(-lim, lim))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,479,18,_channel_eval,1.0,"inv = 1.0 / (1.0 + jk / jl.clamp_min(float(cfg[""current_density_floor""])))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,526,53,_solve_faces,0.0,"maxdrop = (voltage - s[""phi""]).clamp_min(0.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,530,55,_solve_faces,0.0,"maxdrop = (s[""phi""] - cathode_v).clamp_min(0.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,540,45,_solve_faces,0.0,solved = ~contact_mask | (maxdrop <= 0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,543,41,evaluate,0.0,eta_w = (g - eq_w).clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,544,41,evaluate,0.0,eta_l = (g - eq_l).clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,558,38,_solve_faces,1,"for it in range(1, max_iter + 1):",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,578,84,_solve_faces,0.0,candidate = (gap - residual / derivative.clamp_min(1.0e-300)).clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,593,40,_solve_faces,1e-12,"sensitivity = torch.where(big > 1.0e-12, small / (1.0 + small / big.clamp_min(1.0e-300)), torch.zeros_like(big))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,629,53,_eval_boundary,0.0,"""anodeSlope"": a[""sensitivity""].clamp_min(0.0),",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,630,55,_eval_boundary,0.0,"""cathodeSlope"": c[""sensitivity""].clamp_min(0.0),",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,649,31,heat,0.0,return q.clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,711,63,_solve_electrochem,1,"for iteration in range(1, int(cfg[""robin_max_iter""]) + 1):",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,755,22,_solve_electrochem,0.5,"current = 0.5 * (boundary[""rawA""] + boundary[""rawC""])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,806,65,_gradient,2.0,"gx[:, :, 1:-1] = (field[:, :, 2:] - field[:, :, :-2]) / (2.0 * h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,807,17,_gradient,0,"gx[:, :, 0] = (field[:, :, 1] - field[:, :, 0]) / h",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,809,65,_gradient,2.0,"gy[:, 1:-1, :] = (field[:, 2:, :] - field[:, :-2, :]) / (2.0 * h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,810,14,_gradient,0,"gy[:, 0, :] = (field[:, 1, :] - field[:, 0, :]) / h",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,882,30,_limited_update,1e-07,tolerance = 1.0e-12 + 1.0e-7 * torch.maximum(,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,887,52,_limited_update,1e-12,"limited |= (updated - raw_updated).abs() > (1.0e-12 + 1.0e-7 * torch.maximum(updated.abs(), torch.maximum(raw_updated.abs(), torch.full_like(updated, lower))))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,903,43,_update_species,0,"limiter = torch.zeros(s[""T""].shape[0], device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,905,21,_update_species,0,if sub > 0:,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,919,34,_update_species,1,"mask = alive.view(-1, 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,919,37,_update_species,1,"mask = alive.view(-1, 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,923,22,_update_species,0.5,neutral = 0.5 * (cp_new + cm_new),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,935,30,_update_blocking,1,"mask = alive.view(-1, 1, 1) & zone",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,935,33,_update_blocking,1,"mask = alive.view(-1, 1, 1) & zone",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,939,96,_update_blocking,0.0,"candidate = (s[""pass""] + dt * (form - float(cfg[""pass_remove""]) * s[""pass""])).clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,939,101,_update_blocking,1.0,"candidate = (s[""pass""] + dt * (form - float(cfg[""pass_remove""]) * s[""pass""])).clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,944,100,_update_blocking,0.0,"source = (reaction[""gasSource""] / max(float(cfg[""gas_source_ref""]), 1.0e-30)).clamp_min(0.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,946,107,_update_blocking,0.0,"candidate = (s[""coverage""] + dt * (form - float(cfg[""gas_cov_detach""]) * s[""coverage""])).clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,946,112,_update_blocking,1.0,"candidate = (s[""coverage""] + dt * (form - float(cfg[""gas_cov_detach""]) * s[""coverage""])).clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,954,50,_percentile99,1,"return self.torch.quantile(values.flatten(1), 0.99, dim=1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,954,64,_percentile99,1,"return self.torch.quantile(values.flatten(1), 0.99, dim=1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,961,87,_simulate_batch,0,"anode_np = np.stack([_canonical_numpy_bool_mask(c.anode) for c in cases], axis=0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,962,91,_simulate_batch,0,"cathode_np = np.stack([_canonical_numpy_bool_mask(c.cathode) for c in cases], axis=0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,977,46,_simulate_batch,1,"h = float(cfg[""domain""]) / max(n - 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,1088,18,_simulate_batch,1.0,"leq = 1.0 / (1.0 + torch.exp(-(s[""T""] - float(cfg[""effective_softening_T""])) / float(cfg[""transition_width""])))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,1093,89,_simulate_batch,0.05,"convfac = (1.0 - float(cfg[""gas_thermal_insulation""]) * s[""coverage""]).clamp(0.05, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,1093,95,_simulate_batch,1.0,"convfac = (1.0 - float(cfg[""gas_thermal_insulation""]) * s[""coverage""]).clamp(0.05, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,1107,35,_simulate_batch,1,"mask3 = alive.view(-1, 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,1107,38,_simulate_batch,1,"mask3 = alive.view(-1, 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,1133,23,_simulate_batch,1.0,undecomp = 1.0 - sumAlpha,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,1223,47,run_batch,1,"per_case_wall = wall / max(len(cases), 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,60,63,_same_float,1.0,"return abs(af - bf) <= atol + rtol * max(abs(af), abs(bf), 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,169,60,_harmonic,0.0,"return torch.where((a > 0.0) & (b > 0.0) & (denom > 0.0), 2.0 * a * b / denom, torch.zeros_like(denom))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,179,16,_neumann_edges,1,"out[:, -1, :] = out[:, -2, :]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,179,32,_neumann_edges,2,"out[:, -1, :] = out[:, -2, :]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,181,19,_neumann_edges,1,"out[:, :, -1] = out[:, :, -2]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,181,35,_neumann_edges,2,"out[:, :, -1] = out[:, :, -2]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,238,91,_transport_fields,4.0,"Dw = float(cfg[""Dw0""]) * torch.exp(-12000.0 / R * (1.0 / T - 1.0 / Tref)) * (1.0 + 4.0 * fast)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,246,17,_transport_fields,1.0,"solid = (1.0 - float(cfg[""sigma_e_liquid_suppression""]) * s[""liquid""]).clamp_min(0.01)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,261,40,_diffusion_rhs,1,"fx = torch.zeros((batch, n, n + 1), device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,262,37,_diffusion_rhs,1,"fy = torch.zeros((batch, n + 1, n), device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,265,17,_diffusion_rhs,1,"fx[:, :, 1:n] = -float(cfg[""F""]) * (",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,271,14,_diffusion_rhs,1,"fy[:, 1:n, :] = -float(cfg[""F""]) * (",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,304,53,_build_system,1e-30,"scale = h * h / max(float(cfg[""layer""]), 1.0e-30)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,308,18,_build_system,1,"active[:, 1:-1, 1:-1] = True",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,308,24,_build_system,1,"active[:, 1:-1, 1:-1] = True",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,327,13,_apply_A,1,"y[:, 1:-1, 1:-1] = center",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,327,19,_apply_A,1,"y[:, 1:-1, 1:-1] = center",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,334,74,_dot,1,"return (a[:, 1:-1, 1:-1] * b[:, 1:-1, 1:-1]).sum(dim=-1).sum(dim=-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,355,61,_solve_pcg,1e-300,"z = torch.where(A[""active""], r / A[""diag""].clamp_min(1.0e-300), torch.zeros_like(r))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,357,52,_solve_pcg,0.0,"bnorm = self._dot(A[""b""], A[""b""]).clamp_min(0.0).sqrt()",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,393,38,_solve_pcg,1,"mask3 = active_case.view(-1, 1, 1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,413,56,_solve_pcg,0.0,"true_norm = self._dot(true_r, true_r).clamp_min(0.0).sqrt()",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,426,24,_activity_gamma,1000.0,ionic = (salt / 1000.0).clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,470,34,_channel_eval,0.0,"draw = torch.where((raw > 0.0) & (eta > 0.0), draw, torch.zeros_like(draw))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,470,48,_channel_eval,0.0,"draw = torch.where((raw > 0.0) & (eta > 0.0), draw, torch.zeros_like(draw))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,477,79,_channel_eval,0.0,"jl = channel[""n""] * float(cfg[""F""]) * km * concentration.clamp_min(0.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,479,25,_channel_eval,1.0,"inv = 1.0 / (1.0 + jk / jl.clamp_min(float(cfg[""current_density_floor""])))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,496,16,_cell_context,0.0,").clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,496,21,_cell_context,1.0,").clamp(0.0, 1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,534,64,_solve_faces,1e-30,"t[""sig""] / max(float(cfg[""contact_normal_length""]), 1.0e-30),",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,549,45,evaluate,0.0,jb = G * (maxdrop - g).clamp_min(0.0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,571,38,_solve_faces,0.5,"gap = torch.where(active, 0.5 * (lo + hi), gap)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,577,72,_solve_faces,1e-12,valid = active & torch.isfinite(derivative) & (derivative > 1.0e-12),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,593,58,_solve_faces,1.0,"sensitivity = torch.where(big > 1.0e-12, small / (1.0 + small / big.clamp_min(1.0e-300)), torch.zeros_like(big))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,740,36,_solve_electrochem,1,"successful.view(-1, 1, 1),",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,740,39,_solve_electrochem,1,"successful.view(-1, 1, 1),",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,806,17,_gradient,1,"gx[:, :, 1:-1] = (field[:, :, 2:] - field[:, :, :-2]) / (2.0 * h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,808,18,_gradient,1,"gx[:, :, -1] = (field[:, :, -1] - field[:, :, -2]) / h",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,809,14,_gradient,1,"gy[:, 1:-1, :] = (field[:, 2:, :] - field[:, :-2, :]) / (2.0 * h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,811,15,_gradient,1,"gy[:, -1, :] = (field[:, -1, :] - field[:, -2, :]) / h",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,844,14,_laplacian,4.0,- 4.0 * field,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,850,40,_flux_div_charged,1,"fx = torch.zeros((batch, n, n + 1), device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,851,37,_flux_div_charged,1,"fy = torch.zeros((batch, n + 1, n), device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,854,14,_flux_div_charged,0.5,"Tf = (0.5 * (s[""T""][:, :, :-1] + s[""T""][:, :, 1:])).clamp_min(1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,855,17,_flux_div_charged,1,"fx[:, :, 1:n] = -df * (conc[:, :, 1:] - conc[:, :, :-1]) / h - z * df * float(cfg[""F""]) / (float(cfg[""R""]) * Tf) * cf * (s[""phi""][:, :, 1:] - s[""phi""][:, :, :-1]) / h",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,858,14,_flux_div_charged,0.5,"Tf = (0.5 * (s[""T""][:, :-1, :] + s[""T""][:, 1:, :])).clamp_min(1.0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,859,14,_flux_div_charged,1,"fy[:, 1:n, :] = -df * (conc[:, 1:, :] - conc[:, :-1, :]) / h - z * df * float(cfg[""F""]) / (float(cfg[""R""]) * Tf) * cf * (s[""phi""][:, 1:, :] - s[""phi""][:, :-1, :]) / h",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,865,40,_flux_div_neutral,1,"fx = torch.zeros((batch, n, n + 1), device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,866,37,_flux_div_neutral,1,"fy = torch.zeros((batch, n + 1, n), device=self.device, dtype=self.dtype)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,868,17,_flux_div_neutral,1,"fx[:, :, 1:n] = -df * (conc[:, :, 1:] - conc[:, :, :-1]) / h",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_cuda/solver.py,870,14,_flux_div_neutral,1,"fy[:, 1:n, :] = -df * (conc[:, 1:, :] - conc[:, :-1, :]) / h",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
